customer_id,propensity,tier,expected_npv
43897,0.8666667,High,207.67235995534978
42209,0.4493927,High,207.16915462145
43257,0.8706468,High,206.85404837527815
16313,0.2924107,High,206.8136619152619
19421,0.063629515,Low,206.01857109982484
43344,0.8780488,High,205.7587676621043
42546,0.8780488,High,205.7587676621043
42246,0.8706468,High,205.59755327794542
34093,0.35119048,High,205.55128052018088
42239,0.50547445,High,204.57140703648324
40162,0.50547445,High,204.38903510097165
39608,0.19251338,Medium,204.24595482004165
43147,0.8780488,High,204.22005215845144
39576,0.50547445,High,204.18061003181555
37092,0.26865673,Medium,203.1217475157522
41170,0.37027028,High,203.11591046838893
40045,0.4493927,High,202.60612804280086
42112,0.73626375,High,202.27449856405275
42026,0.50547445,High,201.99214680567619
44778,0.8706468,High,201.78319316104253
34184,0.6546185,High,200.84961473318342
33927,0.35119048,High,200.82690945623938
39925,0.37027028,High,200.50134102921706
44188,0.7933884,High,200.3226338549916
42754,0.8706468,High,200.16769946447187
43932,0.7933884,High,198.8096011020271
43570,0.7933884,High,198.8096011020271
43038,0.50547445,High,198.70945196646724
43388,0.6546185,High,198.65649475979268
42685,0.50547445,High,198.29260182815503
45021,0.40611354,High,198.2485509965097
37691,0.44871795,High,198.08515508686554
36932,0.26865673,Medium,197.95678332258015
43359,0.4493927,High,197.6725003207082
31113,0.4493927,High,197.64933774924296
31432,0.40611354,High,197.53686708982778
41177,0.37027028,High,197.2188158939064
43352,0.6546185,High,197.2056615466265
43279,0.5592417,High,197.05905804991616
40011,0.50547445,High,196.96389201228473
31261,0.4493927,High,195.9121448893512
31103,0.6546185,High,195.51864618247978
42627,0.7933884,High,193.69800396363357
34264,0.37027028,High,192.60037936631812
39712,0.2924107,High,192.5410322131306
42226,0.8706468,High,192.49410440576128
43086,0.6666667,High,192.26819391394346
41858,0.4493927,High,192.20613345491537
44203,0.7933884,High,191.40800844563327
33735,0.37027028,High,191.2072146286572
41435,0.28301886,High,191.1997368374485
40915,0.6546185,High,190.761262855586
31339,0.73626375,High,190.7002177031893
41184,0.37027028,High,190.67285007174613
42106,0.40611354,High,190.02232231045113
43796,0.40611354,High,190.02232231045113
40438,0.40611354,High,189.95952667162624
44227,0.40611354,High,189.6455484775019
34519,0.37027028,High,189.22243198870189
24068,0.50547445,High,188.41846417688356
24049,0.40611354,High,187.8663387107971
39926,0.75,High,187.77974013107757
42543,1.0,High,187.50914494741653
44852,1.0,High,187.50914494741653
33694,0.37027028,High,187.48574717874104
41056,0.6546185,High,187.35349182000962
42308,0.37027028,High,187.2185649002855
42300,0.6546185,High,187.15104997631207
43597,0.8780488,High,187.02264358821316
34210,0.73626375,High,187.01921690481635
39530,0.6546185,High,186.94860813261442
30226,0.40611354,High,186.73601721194942
42555,0.8780488,High,185.8007224529594
44332,0.7933884,High,184.29266522898945
40341,0.37027028,High,183.97420866189708
24048,0.2924107,High,183.67904038118425
40944,0.35119048,High,182.76207297419498
32590,0.26865673,Medium,182.57266745498194
40744,0.66883117,High,182.4289173308797
31446,0.5592417,High,182.21449101771833
42162,0.2924107,High,181.90061344892297
42870,0.6546185,High,181.88756204017423
38698,0.26865673,Medium,181.38181780186454
40620,0.28301886,High,181.23658291477366
41706,0.40611354,High,181.23093287496872
40170,0.37027028,High,181.18787918657517
44335,0.8780488,High,181.09406326531519
34238,0.40611354,High,180.7913634031946
19796,0.08563782,Medium,180.58408032096477
31738,0.40611354,High,180.456453329462
41756,0.50547445,High,180.26383334615022
42542,0.50547445,High,180.1075145442831
19411,0.08563782,Medium,180.0455797192486
39690,0.66883117,High,179.7400345735119
42889,0.6546185,High,179.69444206678352
39867,0.44871795,High,179.28225893772287
31121,0.6666667,High,179.14217926926025
41718,0.37027028,High,178.76415423201442
41457,0.4493927,High,178.401240861642
41209,0.66883117,High,178.05086463619114
41015,0.27272728,Medium,177.9364059258162
44855,0.50547445,High,177.63246684805415
41653,0.8706468,High,177.55078771248284
42725,0.50547445,High,177.50220117983156
40507,0.50547445,High,177.50220117983156
43669,0.35119048,High,177.313660367887
43422,0.26865673,Medium,176.49379538848723
34385,0.19615385,Medium,176.4367504184042
44610,0.6546185,High,176.08422918750952
40399,0.5592417,High,176.04606898880505
33720,0.41007194,High,175.83878797237617
41175,0.6546185,High,175.81430672924603
33574,0.2924107,High,175.3746908924046
44233,0.11111111,Medium,175.2364346035584
40210,0.5592417,High,175.03721491865568
34360,0.37027028,High,174.52740667364833
39425,0.6546185,High,174.16103167238225
40553,0.35119048,High,173.89256408020526
41414,0.5592417,High,173.6824680244551
43863,0.73626375,High,173.66135833752475
44678,0.50547445,High,173.46396546493165
43215,0.50547445,High,173.46396546493165
41421,0.50547445,High,173.46396546493165
41376,0.4493927,High,173.39812542515367
41043,0.50547445,High,173.30764666306453
31076,0.44871795,High,173.13026585571558
31198,0.50547445,High,173.09922159390845
33704,0.31623933,High,173.07300427341485
40359,0.37027028,High,173.03881969368186
41962,0.5,High,172.81969212010364
34342,0.31623933,High,172.4047211452492
31697,0.2924107,High,172.34533654168825
44991,0.7933884,High,171.98393931973783
41502,0.7933884,High,171.6976898799878
45141,0.8780488,High,171.6807448900269
43232,0.50547445,High,171.40576790701493
42510,0.41007194,High,171.1466174569639
33823,0.4493927,High,171.12819342156175
40291,0.41007194,High,170.8295789086252
40034,0.8706468,High,170.77468915186708
42218,0.50547445,High,170.75443956590206
42749,0.73626375,High,170.6634298522519
40144,0.41007194,High,170.32231723128336
42364,0.50547445,High,170.28548316030077
44407,0.8706468,High,170.19131642810547
24098,0.4493927,High,169.97006484830055
41895,0.4493927,High,169.39100056166996
27091,0.08192091,Medium,169.13867864086725
10422,0.18548387,Medium,168.88088943045366
43839,0.40611354,High,168.81832826725196
44885,0.8780488,High,168.78433923609205
44219,0.66883117,High,168.6397749854039
34922,0.44871795,High,168.5972183216049
44098,0.50547445,High,168.27939186967308
40698,0.37027028,High,167.98144085148806
39906,0.6546185,High,167.58167175220999
43972,0.5592417,High,167.0528555634735
41946,0.8780488,High,166.61203499564087
37668,0.18548387,Medium,166.35699703933645
44878,0.50547445,High,165.67407850522153
41723,0.19615385,Medium,165.58855955698948
44680,0.66883117,High,165.4682722459445
39584,0.18402778,Medium,165.3912121119159
41509,0.50547445,High,165.33538776784278
33925,0.4493927,High,165.12908741206874
40344,0.50547445,High,165.0227501641086
41288,0.2924107,High,164.73427212819695
42420,0.6546185,High,164.6462650185947
41561,0.44871795,High,164.54985445186327
39470,0.2924107,High,164.08620129694913
43340,0.8780488,High,164.03242371010515
43868,0.6546185,High,163.971458872936
41870,0.50547445,High,163.8503591501054
32162,0.2924107,High,163.407987636341
43559,0.41007194,High,162.92475110338108
39551,0.40611354,High,162.76901506045573
40331,0.8706468,High,162.60747101920438
43026,0.40611354,High,162.45503686633134
41881,0.5,High,162.07319768327997
44068,0.73626375,High,161.5557990109168
40879,0.116294794,Medium,161.011465403447
40750,0.31623933,High,161.011308789449
42574,0.6546185,High,160.90109091018897
44145,0.8706468,High,160.85735284791954
45036,0.86997557,High,159.83267962973835
31008,0.37027028,High,159.64153687398363
40451,0.41007194,High,159.45846297487833
33174,0.18402778,Medium,159.42505354932425
42065,0.8706468,High,159.3764836260631
43600,0.7933884,High,159.26628563941472
40482,0.37027028,High,159.18351011091704
41968,0.8706468,High,158.70336125249202
41934,0.50547445,High,158.6397324212023
42826,0.40611354,High,158.31052470388963
43466,0.26865673,Medium,157.9248490532495
41093,0.26865673,Medium,157.9248490532495
41455,0.50547445,High,157.91024467915585
40007,0.8706468,High,157.5814906298735
31296,0.6546185,High,157.22339741634912
42860,0.6546185,High,157.1896571090662
39838,0.2924107,High,157.13827912938575
42684,0.6546185,High,157.05469587993446
33048,0.4493927,High,156.97586225631002
19012,0.26865673,Medium,156.38782217538866
44801,0.8780488,High,156.15782083846972
44747,0.6546185,High,155.6376029740512
43239,0.6546185,High,155.6376029740512
30386,0.116294794,Medium,155.16725762007178
43686,0.6546185,High,155.09775805752426
35517,0.19251338,Medium,155.00052264193718
34425,0.116294794,Medium,154.29212496738174
24767,0.116294794,Medium,154.29212496738174
42565,0.8780488,High,154.21179828973223
43284,0.66883117,High,153.8509198198811
43196,0.40611354,High,153.7683068288904
39436,0.40611354,High,153.62178367163236
44378,0.37027028,High,153.47726002104557
41929,0.6546185,High,153.174560542397
42632,0.66883117,High,152.85120699983412
18956,0.26865673,Medium,152.732190682098
43302,0.50547445,High,152.51724601474115
43980,0.4493927,High,152.29702282033477
26228,0.030957945,Low,152.03736727757163
27160,0.08192091,Medium,151.9705522805121
40466,0.31623933,High,151.94873758798278
30977,0.17283951,Medium,151.86948788792637
39563,0.26865673,Medium,151.51364685100114
41828,0.40611354,High,151.3402087943286
41355,0.73626375,High,151.3097143144147
42435,0.35119048,High,151.13955861133772
43499,0.8706468,High,150.80539206925772
40371,0.50547445,High,150.4329953231799
44427,0.75,High,150.28297896662093
43339,0.50547445,High,150.22457025402377
42171,0.4493927,High,150.16606624553418
31214,0.5592417,High,149.70056555690442
40701,0.37027028,High,149.64128588036274
34183,0.2924107,High,149.51214330121425
31365,0.37027028,High,149.37410360190722
43061,0.8780488,High,149.36937008705988
41103,0.19615385,Medium,149.33143848974365
40100,0.40611354,High,149.24702083349945
43478,0.7933884,High,149.20666247105623
31241,0.6546185,High,148.92328182474722
32028,0.19251338,Medium,148.65011430142
29394,0.26865673,Medium,148.60575816315625
41129,0.2924107,High,148.29135871211963
43337,0.8780488,High,148.14744895180613
42135,0.50547445,High,147.95794762695093
40219,0.8706468,High,147.88852845044963
34340,0.31623933,High,147.67824540311915
43353,0.8780488,High,147.5591165533506
42255,0.5592417,High,147.5099110045801
31450,0.31623933,High,146.9773630979698
41590,0.8706468,High,146.8564074776406
33750,0.2924107,High,146.79928865878168
30904,0.19251338,Medium,146.427471382239
31334,0.50547445,High,146.36870647463547
42606,0.4493927,High,145.85782795300256
19065,0.17283951,Medium,145.74935964787835
31312,0.6546185,High,145.51551078917086
42996,0.8780488,High,145.4320686512422
24150,0.4493927,High,145.32508880930246
15870,0.063629515,Low,145.16908369348457
41549,0.5592417,High,145.08866123622158
41411,0.8706468,High,145.01653965654626
44803,0.8706468,High,144.88191518183203
43312,0.5592417,High,144.77159281417465
45130,0.8780488,High,144.70796723775842
31452,0.44871795,High,144.59056862565157
38850,0.26865673,Medium,144.1746896864403
42265,0.8706468,High,144.1639179833562
45209,0.50547445,High,143.89365877840646
33990,0.37027028,High,143.68693796049686
43697,0.8666667,High,143.4820257281207
34192,0.37027028,High,143.47700902742469
31055,0.50547445,High,143.2162773036491
44829,0.8706468,High,143.13179701054716
37670,0.13728814,Medium,143.08855884427373
41846,0.4493927,High,142.8698562339887
41616,0.6546185,High,142.78254589925317
41650,0.66883117,High,142.75066023177308
43346,0.8706468,High,142.63817393659502
43962,0.8706468,High,142.5035494618808
43380,0.8706468,High,142.5035494618808
43414,0.5592417,High,142.23504543779907
29867,0.13728814,Medium,141.98468770609966
45186,0.66883117,High,141.71647455586242
34101,0.7933884,High,141.60060592912663
33090,0.14197531,Medium,141.43415197743965
42008,0.5592417,High,140.93794734760706
39770,0.40611354,High,140.85333711057459
40690,0.26865673,Medium,140.83754123991366
42547,0.40611354,High,140.74867771253312
43398,0.37027028,High,140.57617286133618
41341,0.116294794,Medium,140.51777677641118
41367,0.37027028,High,140.42349727364729
42766,0.31623933,High,140.3760297587723
26190,0.13728814,Medium,140.25104393140325
39449,0.35119048,High,140.2246323601626
44492,0.4493927,High,139.78923422911393
45048,0.66883117,High,139.4067932129952
24436,0.19615385,Medium,139.39316112089872
39833,0.37027028,High,138.91582584521973
24075,0.50547445,High,138.65697891585887
38128,0.26865673,Medium,138.41430066670958
41244,0.19615385,Medium,138.26082433014528
43262,0.73626375,High,137.83801036160645
31399,0.66883117,High,137.2350032935828
44269,0.66883117,High,137.1660575818554
40644,0.40611354,High,137.148394419907
40323,0.41007194,High,136.84304652672
41281,0.7933884,High,136.734365453376
41465,0.4493927,High,136.66228708130873
41236,0.73626375,High,136.66160804460065
41919,0.5592417,High,136.58546264496266
40675,0.35119048,High,136.53202049409336
39703,0.35119048,High,136.51391945553425
22766,0.063629515,Low,136.26500056810926
43991,0.8706468,High,136.13132432540772
40758,0.7933884,High,135.83472435701873
41954,0.6546185,High,135.83204259896866
21151,0.08563782,Medium,135.66341947124522
41762,0.2924107,High,135.6012275514073
31404,0.40611354,High,135.36918465320224
45052,0.5592417,High,135.05776933873645
42646,0.50547445,High,134.95743393833766
41600,0.5592417,High,134.71187651468523
42326,0.4493927,High,134.60081822090382
31119,0.50547445,High,134.51453066638086
45061,0.5592417,High,134.3083348866255
24069,0.50547445,High,134.28005246358023
41689,0.6546185,High,134.21250784938778
44853,1.0,High,133.80244373317072
42731,0.6546185,High,133.74014354742667
39904,0.44871795,High,133.60486669349564
40043,0.37027028,High,133.45767358534266
33025,0.50547445,High,133.15976771686604
32211,0.11326861,Medium,133.1465786540281
33924,0.44871795,High,133.0497996485025
42031,0.5592417,High,132.9824123944292
43217,0.50547445,High,132.9773957813545
40361,0.40611354,High,132.94108661864044
27105,0.17283951,Medium,132.8498753806447
41908,0.66883117,High,132.68458631957577
40204,0.40611354,High,132.60617654490778
42157,0.50547445,High,132.45633310846415
44954,0.50547445,High,132.30001430659706
42995,0.50547445,High,132.22185490566352
40097,0.50547445,High,132.16974863837447
31376,0.4493927,High,132.02977278826398
37164,0.37027028,High,132.02633995075954
41030,0.41007194,High,132.02406059197224
24080,0.50547445,High,131.88316416828482
33246,0.17283951,Medium,131.66504706051896
42571,0.35119048,High,131.59043696744197
21347,0.063629515,Low,131.5292745890883
40710,0.6546185,High,131.34458173033835
43914,0.6546185,High,131.34458173033835
42785,0.66883117,High,131.20225351743713
42470,0.73626375,High,131.15908107796068
42267,0.50547445,High,130.9973576243713
39913,0.50547445,High,130.8670919561487
43274,0.8706468,High,130.74634533683889
43413,0.2924107,High,130.657803536308
32026,0.19251338,Medium,130.63083063520247
40220,0.50547445,High,130.60656061970357
39780,0.44871795,High,130.57512573957476
31496,0.19615385,Medium,130.5568900930549
33167,0.31623933,High,130.35178283628716
40256,0.5592417,High,130.30174300803228
44798,0.5592417,High,129.89820137997256
34237,0.2924107,High,129.84394714357822
41952,0.8706468,High,129.22060129007772
44846,0.40611354,High,129.02682513188995
31271,0.4493927,High,128.48589935408475
40874,0.37027028,High,128.41937919161
44502,0.75,High,128.36476909007774
44035,0.50547445,High,128.23572545805266
42186,0.6546185,High,127.93681069476196
12927,0.04373178,Low,127.83395199994513
42183,0.41007194,High,127.71233633456637
41666,0.66883117,High,127.44471222829497
45131,0.50547445,High,127.42807831507261
44029,0.8706468,High,126.88711039503124
42009,0.5592417,High,126.78516596351162
44858,0.6546185,High,126.65467901801048
43130,0.7933884,High,126.63384950791036
34396,0.50547445,High,126.33384670200297
42625,1.0,High,126.12269471117207
42665,0.50547445,High,125.81278402911269
41040,0.1400984,Medium,125.77850394628868
39978,0.35119048,High,125.72570047427322
42413,0.8706468,High,125.72036494750796
40787,0.40611354,High,125.53120123730528
41755,0.40611354,High,125.53120123730528
42358,0.26865673,Medium,125.45342537231545
43601,0.35119048,High,125.38178074164915
42424,0.50547445,High,125.26566822257783
42482,0.6546185,High,125.10262488299549
41660,0.73626375,High,125.01143026005943
39499,0.2924107,High,125.00602303124018
31756,0.2924107,High,124.9608087871996
43315,0.6666667,High,124.95441724134022
42648,0.7933884,High,124.875460092303
42028,0.50547445,High,124.84881808426562
43623,0.50547445,High,124.79671181697657
40491,0.8706468,High,124.77799362450847
41845,0.41007194,High,124.73217398018292
44337,0.41007194,High,124.73217398018292
40945,0.37027028,High,124.71699619015493
44381,0.35119048,High,124.49482985225018
41682,0.37027028,High,124.46889836016052
44172,0.40611354,High,124.37994785884925
44257,0.8780488,High,124.20684596850072
42257,0.73626375,High,124.13861563776481
44363,0.2924107,High,124.07159532106894
22853,0.08563782,Medium,124.01944744397196
44015,0.50547445,High,123.98906467399661
41920,0.6546185,High,123.55057074798049
32423,0.5592417,High,123.47035973302087
42185,0.7933884,High,123.44421289355279
44128,0.4493927,High,123.29748334587461
3198,0.04373178,Low,123.09825436280596
41262,0.2924107,High,123.01659629345627
45064,0.50547445,High,122.9729924618605
33886,0.37027028,High,122.67496020481634
31346,0.50547445,High,122.29561098710307
36587,0.10485651,Medium,122.28697053858862
42094,0.2924107,High,122.11231141264544
43097,0.50547445,High,121.98297338336889
39364,0.37027028,High,121.93066671483311
43692,0.5592417,High,121.85619322078186
40919,0.5592417,High,121.85619322078186
40646,0.40611354,High,121.70066726898796
43981,0.73626375,High,121.67196561823654
41613,0.41007194,High,121.6674680129091
43216,0.8706468,High,121.54700623136718
37439,0.4493927,High,121.49080277158714
40390,0.66883117,High,121.48090816387668
41680,0.40611354,High,121.34482531564699
24125,0.37027028,High,121.31996436407762
32159,0.2924107,High,121.31352643459586
